"";"unique_id";"timestep";"explrtr";"Useful_PlotID";"Qnum";"month";"year";"date_releves";"HHLAI";"Biomass_g_per60cm2";"Biomass_interpolated";"RPMcalc_cm";"Biomass_g_per_m2";"Biomass_interpolated_per_m2";"LAI_corr";"biomass_corr";"biomass_interpolated_corr";"RPM_corr";"LAI";"biomass";"biomass_interpolated";"RPM";"mosaic";"var2_mosaic";"b1_mean_round";"b2_mean_round";"b3_mean_round";"b4_mean_round";"var2_b1_mean_round";"var2_b2_mean_round";"var2_b3_mean_round";"var2_b4_mean_round";"blue";"green";"red";"nir";"ndvi";"evi2";"evi";"savi";"dvi";"gndvi";"grvi";"sr_nirr";"var2_blue";"var2_green";"var2_red";"var2_nir";"var2_ndvi";"var2_evi2";"var2_evi";"var2_savi";"var2_dvi";"var2_gndvi";"var2_grvi";"var2_sr_nirr"
"193";"AEG07_08_S_2020";"A_S_2020";"ALB";"AEG07";"AEG07_08";"S";2020;"07.09.2020";0.79;NA;25.64146;7.2;NA;71.2262777777778;0.79;NA;71.2262777777778;7.2;0.79;NA;71.2262777777778;7.2;"ALB_2020_09_13";"ALB_2020_08_21";253;665;524;3700;290;773;645;3410;0.0253;0.0665;0.0524;0.37;0.751893939393939;0.530833823608065;0.531228046699896;0.516478751084128;0.319216016;0.695303550973654;1.26908396946565;7.06106870229008;0.029;0.0773;0.0645;0.341;0.681874229346486;0.462127289744618;0.457629923866269;0.458034235229155;0.27848918;0.630408797513746;1.1984496124031;5.28682170542636
"194";"AEG07_08_S_2021";"A_S_2021";"ALB";"AEG07";"AEG07_08";"S";2021;"20.09.2021";0.87;NA;25.3601;10.2;NA;70.4447222222222;0.87;NA;70.4447222222222;10.2;0.87;NA;70.4447222222222;10.2;"ALB_2021_09_23";"";215;622;478;3802;NA;NA;NA;NA;0.0215;0.0622;0.0478;0.3802;0.776635514018692;0.555882589034865;0.55188444296862;0.537284482758621;0.333874152;0.718806509945751;1.30125523012552;7.95397489539749;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"195";"AEG07_09_J_2020";"A_J_2020";"ALB";"AEG07";"AEG07_09";"J";2020;"17.06.2020";0.21;16.7;16.7;5.8;46.3888888888889;46.3888888888889;0.21;46.3888888888889;46.3888888888889;5.8;0.21;46.3888888888889;46.3888888888889;5.8;"ALB_2020_06_XX";"";287;711;637;3711;NA;NA;NA;NA;0.0287;0.0711;0.0637;0.3711;0.706991720331187;0.504271709602488;0.4996586586912;0.493260590500642;0.309364508;0.67842605156038;1.11616954474097;5.82574568288854;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"196";"AEG07_09_S_2020";"A_S_2020";"ALB";"AEG07";"AEG07_09";"S";2020;"07.09.2020";0.26;NA;22.91202;6.4;NA;63.6445;0.26;NA;63.6445;6.4;0.26;NA;63.6445;6.4;"ALB_2020_09_13";"ALB_2020_08_21";229;649;489;3714;269;762;643;3317;0.0229;0.0649;0.0489;0.3714;0.767309064953605;0.541558075176657;0.540002009309802;0.5256438118005;0.324008076;0.702498280999312;1.32719836400818;7.59509202453988;0.0269;0.0762;0.0643;0.3317;0.675252525252525;0.449859355863313;0.441035790862609;0.44765625;0.269383012;0.62637901446433;1.1850699844479;5.15863141524106
"197";"AEG07_09_S_2021";"A_S_2021";"ALB";"AEG07";"AEG07_09";"S";2021;"20.09.2021";0.6;NA;-5.68;6;NA;-15.7777777777778;0.6;NA;NA;6;0.6;NA;NA;6;"ALB_2021_09_23";"";187;590;456;3818;NA;NA;NA;NA;0.0187;0.059;0.0456;0.3818;0.786616752456715;0.563624902765484;0.554730554730555;0.543778304938538;0.337606304;0.732304900181488;1.29385964912281;8.37280701754386;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"198";"AEG07_10_J_2020";"A_J_2020";"ALB";"AEG07";"AEG07_10";"J";2020;"17.06.2020";0;NA;9.94718;2.6;NA;27.6310555555556;0;NA;27.6310555555556;2.6;0;NA;27.6310555555556;2.6;"ALB_2020_06_XX";"";293;702;619;3673;NA;NA;NA;NA;0.0293;0.0702;0.0619;0.3673;0.711556383970177;0.503674481812305;0.50264985680898;0.493004735256134;0.307308996;0.679085714285714;1.13408723747981;5.93376413570275;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"199";"AEG07_10_S_2020";"A_S_2020";"ALB";"AEG07";"AEG07_10";"S";2020;"07.09.2020";0.29;4.9;4.9;4;13.6111111111111;13.6111111111111;0.29;13.6111111111111;13.6111111111111;4;0.29;13.6111111111111;13.6111111111111;4;"ALB_2020_09_13";"ALB_2020_08_21";225;628;449;3678;244;734;624;3268;0.0225;0.0628;0.0449;0.3678;0.782408529197965;0.547080430480631;0.549729306411522;0.530678207516161;0.324284716;0.708313980492336;1.39866369710468;8.19153674832962;0.0244;0.0734;0.0624;0.3268;0.67934224049332;0.447662133607845;0.435384007377157;0.446018893387314;0.266324416;0.633183408295852;1.17628205128205;5.23717948717949
"200";"AEG07_10_S_2021";"A_S_2021";"ALB";"AEG07";"AEG07_10";"S";2021;"20.09.2021";0.35;36.51;36.51;4.6;101.416666666667;101.416666666667;0.35;101.416666666667;101.416666666667;4.6;0.35;101.416666666667;101.416666666667;4.6;"ALB_2021_09_23";"";169;564;444;3734;NA;NA;NA;NA;0.0169;0.0564;0.0444;0.3734;0.78745811393011;0.555758263736858;0.543603978718483;0.537698845064284;0.330369296;0.7375523499302;1.27027027027027;8.40990990990991;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"201";"AEG08_01_J_2020";"A_J_2020";"ALB";"AEG08";"AEG08_01";"J";2020;"15.06.2020";1.21;NA;39.97102;11.4;NA;111.030611111111;1.21;NA;111.030611111111;11.4;1.21;NA;111.030611111111;11.4;"ALB_2020_06_XX";"";216;442;468;1914;NA;NA;NA;NA;0.0216;0.0442;0.0468;0.1914;0.607052896725441;0.27728346577486;0.275912074492444;0.293822812246004;0.146043312;0.624787775891341;0.944444444444445;4.08974358974359;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"202";"AEG08_01_S_2020";"A_S_2020";"ALB";"AEG08";"AEG08_01";"S";2020;"09.09.2020";2.01;NA;37.92394;10.8;NA;105.344277777778;2.01;NA;105.344277777778;10.8;2.01;NA;105.344277777778;10.8;"ALB_2020_09_13";"ALB_2020_08_21";275;616;455;3743;231;741;606;3571;0.0275;0.0616;0.0455;0.3743;0.783230109575989;0.554095045500506;0.570417403976267;0.536203522504892;0.33020322;0.717366368433127;1.35384615384615;8.22637362637363;0.0231;0.0741;0.0606;0.3571;0.709839597797462;0.493331292344963;0.479013861514104;0.484635501797973;0.298368904;0.656307977736549;1.22277227722772;5.89273927392739
"203";"AEG08_01_S_2021";"A_S_2021";"ALB";"AEG08";"AEG08_01";"S";2021;"22.09.2021";2.19;NA;51.9659;13.8;NA;144.349722222222;2.19;NA;144.349722222222;13.8;2.19;NA;144.349722222222;13.8;"ALB_2021_09_23";"";189;598;436;3661;NA;NA;NA;NA;0.0189;0.0598;0.0436;0.3661;0.787161337564071;0.548193426438392;0.54258218648003;0.531768714960976;0.323844624;0.71918290678563;1.37155963302752;8.39678899082569;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"204";"AEG08_02_J_2020";"A_J_2020";"ALB";"AEG08";"AEG08_02";"J";2020;"15.06.2020";0.59;37.97;37.97;10.2;105.472222222222;105.472222222222;0.59;105.472222222222;105.472222222222;10.2;0.59;105.472222222222;105.472222222222;10.2;"ALB_2020_06_XX";"";213;431;446;1959;NA;NA;NA;NA;0.0213;0.0431;0.0446;0.1959;0.629106029106029;0.290305002532734;0.290124640460211;0.306482106684673;0.152675464;0.639330543933054;0.966367713004484;4.39237668161435;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"205";"AEG08_02_S_2020";"A_S_2020";"ALB";"AEG08";"AEG08_02";"S";2020;"09.09.2020";1.78;NA;28.3709;8;NA;78.8080555555556;1.78;NA;78.8080555555556;8;1.78;NA;78.8080555555556;8;"ALB_2020_09_13";"ALB_2020_08_21";255;625;448;3729;246;736;618;3574;0.0255;0.0625;0.0448;0.3729;0.785491979889873;0.55406573810135;0.565514150780792;0.536286368094148;0.329481632;0.712907671107028;1.39508928571429;8.32366071428572;0.0246;0.0736;0.0618;0.3574;0.705152671755725;0.490795101346864;0.478719958541167;0.482375979112271;0.297505912;0.6584686774942;1.19093851132686;5.7831715210356
"206";"AEG08_02_S_2021";"A_S_2021";"ALB";"AEG08";"AEG08_02";"S";2021;"22.09.2021";2.02;NA;40.1411;12.2;NA;111.503055555556;2.02;NA;111.503055555556;12.2;2.02;NA;111.503055555556;12.2;"ALB_2021_09_23";"";188;591;434;3699;NA;NA;NA;NA;0.0188;0.0591;0.0434;0.3699;0.789983063150254;0.553742724176764;0.54807627744578;0.536242198620388;0.327838456;0.724475524475525;1.36175115207373;8.52304147465438;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"207";"AEG08_03_J_2020";"A_J_2020";"ALB";"AEG08";"AEG08_03";"J";2020;"15.06.2020";0.42;NA;45.4299;13;NA;126.194166666667;0.42;NA;126.194166666667;13;0.42;NA;126.194166666667;13;"ALB_2020_06_XX";"";208;452;457;2044;NA;NA;NA;NA;0.0208;0.0452;0.0457;0.2044;0.634546181527389;0.30192225739681;0.299977317405111;0.317357685641914;0.160109388;0.637820512820513;0.989059080962801;4.472647702407;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"208";"AEG08_03_S_2020";"A_S_2020";"ALB";"AEG08";"AEG08_03";"S";2020;"09.09.2020";2.17;19.6;19.6;8.4;54.4444444444444;54.4444444444444;2.17;54.4444444444444;54.4444444444444;8.4;2.17;54.4444444444444;54.4444444444444;8.4;"ALB_2020_09_13";"ALB_2020_08_21";280;631;445;3749;239;733;614;3557;0.028;0.0631;0.0445;0.3749;0.787792083929423;0.557467773503408;0.576855925693135;0.539047204698717;0.33177238;0.711872146118722;1.41797752808989;8.4247191011236;0.0239;0.0733;0.0614;0.3557;0.705586190362023;0.489501417109097;0.476259831051558;0.48135426889107;0.296193576;0.658275058275058;1.19381107491857;5.79315960912052
"209";"AEG08_03_S_2021";"A_S_2021";"ALB";"AEG08";"AEG08_03";"S";2021;"22.09.2021";1.32;72.52;72.52;7.8;201.444444444444;201.444444444444;1.32;201.444444444444;201.444444444444;7.8;1.32;201.444444444444;201.444444444444;7.8;"ALB_2021_09_23";"";163;571;420;3689;NA;NA;NA;NA;0.0163;0.0571;0.042;0.3689;0.79557069846678;0.556065863781724;0.545324125045875;0.538313755626304;0.32819528;0.731924882629108;1.35952380952381;8.78333333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"210";"AEG08_04_J_2020";"A_J_2020";"ALB";"AEG08";"AEG08_04";"J";2020;"15.06.2020";0.47;NA;33.82978;9.6;NA;93.9716111111111;0.47;NA;93.9716111111111;9.6;0.47;NA;93.9716111111111;9.6;"ALB_2020_06_XX";"";206;470;473;2087;NA;NA;NA;NA;0.0206;0.047;0.0473;0.2087;0.63046875;0.305168580115261;0.301569506726457;0.320238095238095;0.162858732;0.632381697301525;0.993657505285412;4.4122621564482;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"211";"AEG08_04_S_2020";"A_S_2020";"ALB";"AEG08";"AEG08_04";"S";2020;"09.09.2020";1.86;NA;39.28866;11.2;NA;109.135166666667;1.86;NA;109.135166666667;11.2;1.86;NA;109.135166666667;11.2;"ALB_2020_09_13";"ALB_2020_08_21";267;619;457;3753;231;732;638;3522;0.0267;0.0619;0.0457;0.3753;0.782897862232779;0.55488962814314;0.568569949974125;0.536807817589577;0.331009388;0.71683440073193;1.35448577680525;8.21225382932166;0.0231;0.0732;0.0638;0.3522;0.693269230769231;0.478967927085271;0.461661597566832;0.472270742358079;0.290367592;0.655853314527504;1.14733542319749;5.52037617554859
"212";"AEG08_04_S_2021";"A_S_2021";"ALB";"AEG08";"AEG08_04";"S";2021;"22.09.2021";1.94;NA;41.6192;12.4;NA;115.608888888889;1.94;NA;115.608888888889;12.4;1.94;NA;115.608888888889;12.4;"ALB_2021_09_23";"";160;583;424;3686;NA;NA;NA;NA;0.016;0.0583;0.0424;0.3686;0.79367396593674;0.5546260779673;0.542581503659348;0.537102085620198;0.327507616;0.726868118997423;1.375;8.69339622641509;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"213";"AEG08_05_J_2020";"A_J_2020";"ALB";"AEG08";"AEG08_05";"J";2020;"15.06.2020";0.63;27.24;27.24;12;75.6666666666667;75.6666666666667;0.63;75.6666666666667;75.6666666666667;12;0.63;75.6666666666667;75.6666666666667;12;"ALB_2020_06_XX";"";213;471;478;2270;NA;NA;NA;NA;0.0213;0.0471;0.0478;0.227;0.652110625909753;0.333899770443908;0.330859274029763;0.346928239545689;0.180674152;0.656329806639912;0.985355648535565;4.7489539748954;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"214";"AEG08_05_S_2020";"A_S_2020";"ALB";"AEG08";"AEG08_05";"S";2020;"09.09.2020";2.35;NA;35.87686;10.2;NA;99.6579444444445;2.35;NA;99.6579444444445;10.2;2.35;NA;99.6579444444445;10.2;"ALB_2020_09_13";"ALB_2020_08_21";260;649;451;3764;231;727;623;3604;0.026;0.0649;0.0451;0.3764;0.786002372479241;0.557879351223192;0.570420110192838;0.539283776451438;0.332690884;0.705869023340131;1.4390243902439;8.34589800443459;0.0231;0.0727;0.0623;0.3604;0.705228294298557;0.493569195718978;0.477433614145232;0.484610382572884;0.300021332;0.664280766566613;1.1669341894061;5.78491171749599
"215";"AEG08_05_S_2021";"A_S_2021";"ALB";"AEG08";"AEG08_05";"S";2021;"22.09.2021";1.35;NA;26.8382;10.4;NA;74.5505555555556;1.35;NA;74.5505555555556;10.4;1.35;NA;74.5505555555556;10.4;"ALB_2021_09_23";"";174;593;446;3716;NA;NA;NA;NA;0.0174;0.0593;0.0446;0.3716;0.785679961556944;0.552872910241844;0.541857228077153;0.535363457760314;0.328375464;0.724762125783244;1.32959641255605;8.33183856502242;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"216";"AEG08_06_J_2020";"A_J_2020";"ALB";"AEG08";"AEG08_06";"J";2020;"15.06.2020";0.75;NA;32.46506;9.2;NA;90.1807222222222;0.75;NA;90.1807222222222;9.2;0.75;NA;90.1807222222222;9.2;"ALB_2020_06_XX";"";225;488;500;2379;NA;NA;NA;NA;0.0225;0.0488;0.05;0.2379;0.652657172629385;0.345938581633405;0.343096081510426;0.357723061302196;0.189442;0.659574468085106;0.976;4.758;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"217";"AEG08_06_S_2020";"A_S_2020";"ALB";"AEG08";"AEG08_06";"S";2020;"09.09.2020";2.06;28.9;28.9;7.8;80.2777777777778;80.2777777777778;2.06;80.2777777777778;80.2777777777778;7.8;2.06;80.2777777777778;80.2777777777778;7.8;"ALB_2020_09_13";"ALB_2020_08_21";260;631;447;3765;233;726;601;3695;0.026;0.0631;0.0447;0.3765;0.787749287749288;0.55904514146302;0.572187349106712;0.540273556231003;0.333178548;0.712920837124659;1.41163310961969;8.42281879194631;0.0233;0.0726;0.0601;0.3695;0.720204841713222;0.510986034589824;0.497315716719709;0.499246987951807;0.311253484;0.671567518660936;1.20798668885191;6.14808652246256
"218";"AEG08_06_S_2021";"A_S_2021";"ALB";"AEG08";"AEG08_06";"S";2021;"22.09.2021";1.77;58.87;58.87;10.8;163.527777777778;163.527777777778;1.77;163.527777777778;163.527777777778;10.8;1.77;163.527777777778;163.527777777778;10.8;"ALB_2021_09_23";"";147;599;449;3678;NA;NA;NA;NA;0.0147;0.0599;0.0449;0.3678;0.782408529197965;0.547080430480631;0.528668260257376;0.530678207516161;0.324284716;0.719897124152443;1.33407572383074;8.19153674832962;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"219";"AEG08_07_J_2020";"A_J_2020";"ALB";"AEG08";"AEG08_07";"J";2020;"15.06.2020";0.28;NA;32.46506;9.2;NA;90.1807222222222;0.28;NA;90.1807222222222;9.2;0.28;NA;90.1807222222222;9.2;"ALB_2020_06_XX";"";219;521;481;2537;NA;NA;NA;NA;0.0219;0.0521;0.0481;0.2537;0.681245858184228;0.375418145697299;0.372990820362106;0.384634572212522;0.207083404;0.659254414650098;1.08316008316008;5.27442827442827;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"220";"AEG08_07_S_2020";"A_S_2020";"ALB";"AEG08";"AEG08_07";"S";2020;"09.09.2020";1.47;NA;33.14742;9.4;NA;92.0761666666667;1.47;NA;92.0761666666667;9.4;1.47;NA;92.0761666666667;9.4;"ALB_2020_09_13";"ALB_2020_08_21";269;622;454;3728;255;766;572;3589;0.0269;0.0622;0.0454;0.3728;0.782879005260641;0.552383651873448;0.567044234299768;0.534850795033762;0.328800136;0.714022988505747;1.37004405286344;8.21145374449339;0.0255;0.0766;0.0572;0.3589;0.72506608988224;0.504117151679611;0.499222292087236;0.49399628861478;0.303464048;0.648220436280138;1.33916083916084;6.27447552447552
"221";"AEG08_07_S_2021";"A_S_2021";"ALB";"AEG08";"AEG08_07";"S";2021;"22.09.2021";2.27;NA;29.7944;10.8;NA;82.7622222222222;2.27;NA;82.7622222222222;10.8;2.27;NA;82.7622222222222;10.8;"ALB_2021_09_23";"";172;589;421;3613;NA;NA;NA;NA;0.0172;0.0589;0.0421;0.3613;0.791274169558751;0.545700726233297;0.537409926594383;0.529997786141244;0.320498364;0.719657306044741;1.39904988123515;8.58194774346793;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"222";"AEG08_08_J_2020";"A_J_2020";"ALB";"AEG08";"AEG08_08";"J";2020;"15.06.2020";0.54;NA;33.14742;9.4;NA;92.0761666666667;0.54;NA;92.0761666666667;9.4;0.54;NA;92.0761666666667;9.4;"ALB_2020_06_XX";"";214;540;456;2558;NA;NA;NA;NA;0.0214;0.054;0.0456;0.2558;0.697412076974121;0.384914007793502;0.383884871064358;0.393436486149239;0.211606304;0.651387992253067;1.18421052631579;5.60964912280702;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"223";"AEG08_08_S_2020";"A_S_2020";"ALB";"AEG08";"AEG08_08";"S";2020;"09.09.2020";1.79;NA;33.14742;9.4;NA;92.0761666666667;1.79;NA;92.0761666666667;9.4;1.79;NA;92.0761666666667;9.4;"ALB_2020_09_13";"ALB_2020_08_21";279;618;448;3691;230;733;583;3581;0.0279;0.0618;0.0448;0.3691;0.783522589997584;0.549057983773754;0.567493787841669;0.532279242805559;0.325681632;0.713158505453701;1.37946428571429;8.23883928571428;0.023;0.0733;0.0583;0.3581;0.719980787704131;0.500327098436603;0.488146411358603;0.49072457442165;0.301597972;0.660176170607325;1.25728987993139;6.14236706689537
"224";"AEG08_08_S_2021";"A_S_2021";"ALB";"AEG08";"AEG08_08";"S";2021;"22.09.2021";1;NA;28.3163;10.6;NA;78.6563888888889;1;NA;78.6563888888889;10.6;1;NA;78.6563888888889;10.6;"ALB_2021_09_23";"";154;583;409;3634;NA;NA;NA;NA;0.0154;0.0583;0.0409;0.3634;0.797674993816473;0.551636607460522;0.539911605169758;0.534944155700542;0.323761356;0.723500118567702;1.42542787286064;8.88508557457213;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"225";"AEG08_09_J_2020";"A_J_2020";"ALB";"AEG08";"AEG08_09";"J";2020;"15.06.2020";0.39;17.76;17.76;9.2;49.3333333333333;49.3333333333333;0.39;49.3333333333333;49.3333333333333;9.2;0.39;49.3333333333333;49.3333333333333;9.2;"ALB_2020_06_XX";"";183;531;459;2555;NA;NA;NA;NA;0.0183;0.0531;0.0459;0.2555;0.695421366954214;0.383697259932926;0.375991102500628;0.392313451459945;0.211015556;0.655865197666883;1.15686274509804;5.56644880174292;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"226";"AEG08_09_S_2020";"A_S_2020";"ALB";"AEG08";"AEG08_09";"S";2020;"09.09.2020";1.53;NA;34.51214;9.8;NA;95.8670555555556;1.53;NA;95.8670555555556;9.8;1.53;NA;95.8670555555556;9.8;"ALB_2020_09_13";"ALB_2020_08_21";276;634;437;3630;259;706;574;3604;0.0276;0.0634;0.0437;0.363;0.785099582001475;0.543811483227512;0.562861373572134;0.528234256093526;0.320647708;0.702626641651032;1.45080091533181;8.30663615560641;0.0259;0.0706;0.0574;0.3604;0.725227381522259;0.505620227479041;0.501472973420277;0.495205927217259;0.304770216;0.672389791183295;1.22996515679442;6.2787456445993
"227";"AEG08_09_S_2021";"A_S_2021";"ALB";"AEG08";"AEG08_09";"S";2021;"22.09.2021";0.93;NA;9.101;8;NA;25.2805555555556;0.93;NA;25.2805555555556;8;0.93;NA;25.2805555555556;8;"ALB_2021_09_23";"";170;571;442;3624;NA;NA;NA;NA;0.017;0.0571;0.0442;0.3624;0.782587309394983;0.54171660492482;0.530297980134658;0.526472534745202;0.319563128;0.72777115613826;1.29185520361991;8.19909502262443;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"228";"AEG08_10_J_2020";"A_J_2020";"ALB";"AEG08";"AEG08_10";"J";2020;"15.06.2020";0.38;NA;29.73562;8.4;NA;82.5989444444445;0.38;NA;82.5989444444445;8.4;0.38;NA;82.5989444444445;8.4;"ALB_2020_06_XX";"";182;511;450;2556;NA;NA;NA;NA;0.0182;0.0511;0.045;0.2556;0.70059880239521;0.386110296274567;0.379022388596933;0.394579065700725;0.2119878;0.66677535050538;1.13555555555556;5.68;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"229";"AEG08_10_S_2020";"A_S_2020";"ALB";"AEG08";"AEG08_10";"S";2020;"09.09.2020";2.83;50.1;50.1;10.4;139.166666666667;139.166666666667;2.83;139.166666666667;139.166666666667;10.4;2.83;139.166666666667;139.166666666667;10.4;"ALB_2020_09_13";"ALB_2020_08_21";265;618;445;3622;258;749;580;3601;0.0265;0.0618;0.0445;0.3622;0.781165478239489;0.540673927842069;0.555244853018281;0.525587294584758;0.31907238;0.708490566037736;1.38876404494382;8.13932584269663;0.0258;0.0749;0.058;0.3601;0.7225544128199;0.503735076368972;0.498646507328668;0.493573684783793;0.30388872;0.655632183908046;1.29137931034483;6.20862068965517
"230";"AEG08_10_S_2021";"A_S_2021";"ALB";"AEG08";"AEG08_10";"S";2021;"22.09.2021";1.97;47.31;47.31;11.6;131.416666666667;131.416666666667;1.97;131.416666666667;131.416666666667;11.6;1.97;131.416666666667;131.416666666667;11.6;"ALB_2021_09_23";"";165;598;410;3559;NA;NA;NA;NA;0.0165;0.0598;0.041;0.3559;0.793398841017889;0.541325723715877;0.532591414944356;0.526647340840673;0.31616444;0.712292518643252;1.45853658536585;8.68048780487805;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"231";"AEG09_01_J_2020";"A_J_2020";"ALB";"AEG09";"AEG09_01";"J";2020;"18.06.2020";0.84;NA;40.65338;11.6;NA;112.926055555556;0.84;NA;112.926055555556;11.6;0.84;NA;112.926055555556;11.6;"ALB_2020_06_XX";"";383;796;832;3672;NA;NA;NA;NA;0.0383;0.0796;0.0832;0.3672;0.630550621669627;0.453129786582253;0.449608966849254;0.448232323232323;0.286565888;0.643688451208594;0.956730769230769;4.41346153846154;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"232";"AEG09_01_S_2020";"A_S_2020";"ALB";"AEG09";"AEG09_01";"S";2020;"10.09.2020";1.23;NA;33.14742;9.4;NA;92.0761666666667;1.23;NA;92.0761666666667;9.4;1.23;NA;92.0761666666667;9.4;"ALB_2020_09_13";"ALB_2020_08_21";302;699;594;3590;261;700;610;3424;0.0302;0.0699;0.0594;0.359;0.716061185468451;0.498814566184501;0.503055947343676;0.489329268292683;0.301431896;0.674049895080438;1.17676767676768;6.04377104377104;0.0261;0.07;0.061;0.3424;0.697570649479425;0.472528210639441;0.465077843519651;0.467234890413992;0.28328124;0.660523763336566;1.14754098360656;5.61311475409836
"233";"AEG09_01_S_2021";"A_S_2021";"ALB";"AEG09";"AEG09_01";"S";2021;"24.09.2021";2.41;NA;29.7944;10.8;NA;82.7622222222222;2.41;NA;82.7622222222222;10.8;2.41;NA;82.7622222222222;10.8;"ALB_2021_09_23";"";225;644;536;3994;NA;NA;NA;NA;0.0225;0.0644;0.0536;0.3994;0.763355408388521;0.565757440904688;0.556933483652762;0.544281217208814;0.347453024;0.722294092281156;1.20149253731343;7.45149253731343;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"234";"AEG09_02_J_2020";"A_J_2020";"ALB";"AEG09";"AEG09_02";"J";2020;"18.06.2020";0.72;10.53333333;10.53333333;9.8;29.25925925;29.25925925;0.72;29.25925925;29.25925925;9.8;0.72;29.25925925;29.25925925;9.8;"ALB_2020_06_XX";"";383;797;842;3682;NA;NA;NA;NA;0.0383;0.0797;0.0842;0.3682;0.627763041556145;0.452148661385231;0.4476247517574;0.447291054178916;0.286596728;0.644116990399643;0.946555819477435;4.3729216152019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"235";"AEG09_02_S_2020";"A_S_2020";"ALB";"AEG09";"AEG09_02";"S";2020;"10.09.2020";0.9;NA;33.14742;9.4;NA;92.0761666666667;0.9;NA;92.0761666666667;9.4;0.9;NA;92.0761666666667;9.4;"ALB_2020_09_13";"ALB_2020_08_21";301;709;603;3625;269;723;620;3439;0.0301;0.0709;0.0603;0.3625;0.714758751182592;0.501253964252067;0.504154015548363;0.491222366710013;0.304059652;0.672819566220581;1.17578772802653;6.01160862354892;0.0269;0.0723;0.062;0.3439;0.694506035969451;0.472131037716889;0.465442657596671;0.466773374544652;0.28381208;0.652570879384911;1.16612903225806;5.54677419354839
"236";"AEG09_02_S_2021";"A_S_2021";"ALB";"AEG09";"AEG09_02";"S";2021;"24.09.2021";1.12;NA;6.1448;7.6;NA;17.0688888888889;1.12;NA;17.0688888888889;7.6;1.12;NA;17.0688888888889;7.6;"ALB_2021_09_23";"";236;675;570;4047;NA;NA;NA;NA;0.0236;0.0675;0.057;0.4047;0.753086419753086;0.563898799870256;0.553768235968656;0.542320890090465;0.34945788;0.714104193138501;1.18421052631579;7.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"237";"AEG09_03_J_2020";"A_J_2020";"ALB";"AEG09";"AEG09_03";"J";2020;"18.06.2020";0.99;NA;26.32382;7.4;NA;73.1217222222222;0.99;NA;73.1217222222222;7.4;0.99;NA;73.1217222222222;7.4;"ALB_2020_06_XX";"";377;802;842;3691;NA;NA;NA;NA;0.0377;0.0802;0.0842;0.3691;0.628502095742334;0.453321707251874;0.447519713486852;0.448284905066611;0.287496728;0.64300022256844;0.95249406175772;4.38361045130641;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"238";"AEG09_03_S_2020";"A_S_2020";"ALB";"AEG09";"AEG09_03";"S";2020;"10.09.2020";0.55;14.3;14.3;5;39.7222222222222;39.7222222222222;0.55;39.7222222222222;39.7222222222222;5;0.55;39.7222222222222;39.7222222222222;5;"ALB_2020_09_13";"ALB_2020_08_21";331;713;594;3661;286;739;646;3461;0.0331;0.0713;0.0594;0.3661;0.720799059929495;0.508232471199608;0.520094963540783;0.49708265802269;0.308531896;0.673982624599908;1.2003367003367;6.16329966329966;0.0286;0.0739;0.0646;0.3461;0.685415144874604;0.46881037078487;0.463237230121116;0.463654331832656;0.283492264;0.648095238095238;1.14396284829721;5.35758513931889
