unique_id,timestep,explrtr,Useful_PlotID,Qnum,month,year,date_releves,HHLAI,Biomass_g_per60cm2,Biomass_interpolated,RPMcalc_cm,Biomass_g_per_m2,Biomass_interpolated_per_m2,LAI_corr,biomass_corr,biomass_interpolated_corr,RPM_corr,LAI,biomass,biomass_interpolated,RPM,mosaic,var2_mosaic,b1_mean_round,b2_mean_round,b3_mean_round,b4_mean_round,var2_b1_mean_round,var2_b2_mean_round,var2_b3_mean_round,var2_b4_mean_round,blue,green,red,nir,ndvi,evi2,evi,savi,dvi,gndvi,grvi,sr_nirr,var2_blue,var2_green,var2_red,var2_nir,var2_ndvi,var2_evi2,var2_evi,var2_savi,var2_dvi,var2_gndvi,var2_grvi,var2_sr_nirr
AEG09_09_S_2021,A_S_2021,ALB,AEG09,AEG09_09,S,2021,24.09.2021,1.41,NA,4.6667,7.4,NA,12.96305556,1.41,NA,12.96305556,7.4,1.41,NA,12.96305556,7.4,ALB_2021_09_23,,230,641,537,3894,NA,NA,NA,NA,0.023,0.0641,0.0537,0.3894,0.757616791,0.552763654,0.545286206,0.533930654,0.337356108,0.717309813,1.193668529,7.251396648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AEG09_10_J_2020,A_J_2020,ALB,AEG09,AEG09_10,J,2020,18.06.2020,0.31,NA,20.86494,5.8,NA,57.95816667,0.31,NA,57.95816667,5.8,0.31,NA,57.95816667,5.8,ALB_2020_06_XX,,340,760,798,3521,NA,NA,NA,NA,0.034,0.076,0.0798,0.3521,0.630470016,0.441008798,0.431975379,0.438298101,0.274761032,0.64494277,0.952380952,4.412280702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AEG09_10_S_2020,A_S_2020,ALB,AEG09,AEG09_10,S,2020,10.09.2020,0.22,7.3,7.3,5.4,20.27777778,20.27777778,0.22,20.27777778,20.27777778,5.4,0.22,20.27777778,20.27777778,5.4,ALB_2020_09_13,ALB_2020_08_21,296,681,569,3469,272,726,669,3263,0.0296,0.0681,0.0569,0.3469,0.718177316,0.488722311,0.494441792,0.481301173,0.291754796,0.671807229,1.196836555,6.096660808,0.0272,0.0726,0.0669,0.3263,0.659715158,0.436154043,0.425608716,0.43562472,0.261463196,0.635998997,1.085201794,4.877428999
AEG09_10_S_2021,A_S_2021,ALB,AEG09,AEG09_10,S,2021,24.09.2021,0.84,39.72,39.72,5.8,110.3333333,110.3333333,0.84,110.3333333,110.3333333,5.8,0.84,110.3333333,110.3333333,5.8,ALB_2021_09_23,,204,631,493,3891,NA,NA,NA,NA,0.0204,0.0631,0.0493,0.3891,0.775091241,0.563545661,0.554540114,0.543158568,0.341320412,0.720919947,1.279918864,7.892494929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AEG16_01_S_2020,A_S_2020,ALB,AEG16,AEG16_01,S,2020,11.09.2020,0,NA,8.58246,2.2,NA,23.84016667,0,NA,23.84016667,2.2,0,NA,23.84016667,2.2,ALB_2020_09_13,ALB_2020_08_21,263,669,446,3601,249,677,548,3304,0.0263,0.0669,0.0446,0.3601,0.77958982,0.537610589,0.551399909,0.523101581,0.316875464,0.686651054,1.5,8.073991031,0.0249,0.0677,0.0548,0.3304,0.715472482,0.471298019,0.467927604,0.467013104,0.277290032,0.659884451,1.23540146,6.02919708
AEG16_02_S_2020,A_S_2020,ALB,AEG16,AEG16_02,S,2020,11.09.2020,0.17,NA,14.7237,4,NA,40.89916667,0.17,NA,40.89916667,4,0.17,NA,40.89916667,4,ALB_2020_09_13,ALB_2020_08_21,255,667,429,3660,246,684,542,3415,0.0255,0.0667,0.0429,0.366,0.790168745,0.549878826,0.56401215,0.533226978,0.324423036,0.691703259,1.554778555,8.531468531,0.0246,0.0684,0.0542,0.3415,0.726055092,0.488080838,0.484583727,0.481132075,0.288971528,0.666260063,1.26199262,6.300738007
AEG16_03_S_2020,A_S_2020,ALB,AEG16,AEG16_03,S,2020,11.09.2020,0.21,9.7,9.7,4.2,26.94444444,26.94444444,0.21,26.94444444,26.94444444,4.2,0.21,26.94444444,26.94444444,4.2,ALB_2020_09_13,ALB_2020_08_21,228,660,407,3690,252,722,541,3427,0.0228,0.066,0.0407,0.369,0.801318038,0.559597185,0.569095826,0.541332307,0.329555188,0.696551724,1.621621622,9.066339066,0.0252,0.0722,0.0541,0.3427,0.727318548,0.489969712,0.48806061,0.482716325,0.290268444,0.651964329,1.334565619,6.334565619
AEG16_04_S_2020,A_S_2020,ALB,AEG16,AEG16_04,S,2020,11.09.2020,0.75,NA,14.7237,4,NA,40.89916667,0.75,NA,40.89916667,4,0.75,NA,40.89916667,4,ALB_2020_09_13,ALB_2020_08_21,237,657,410,3702,262,716,555,3476,0.0237,0.0657,0.041,0.3702,0.800583658,0.560397658,0.572143627,0.541922739,0.33046444,0.698554714,1.602439024,9.029268293,0.0262,0.0716,0.0555,0.3476,0.724634086,0.493145597,0.492049053,0.485162219,0.29381162,0.658396947,1.29009009,6.263063063
AEG16_05_S_2020,A_S_2020,ALB,AEG16,AEG16_05,S,2020,11.09.2020,0,NA,12.67662,3.4,NA,35.21283333,0,NA,35.21283333,3.4,0,NA,35.21283333,3.4,ALB_2020_09_13,ALB_2020_08_21,237,659,413,3713,221,712,560,3616,0.0237,0.0659,0.0413,0.3713,0.799806108,0.561064186,0.57238006,0.542406312,0.331273692,0.698536139,1.595641646,8.99031477,0.0221,0.0712,0.056,0.3616,0.731800766,0.510695187,0.49874335,0.49956408,0.30732704,0.670979667,1.271428571,6.457142857
AEG16_06_S_2020,A_S_2020,ALB,AEG16,AEG16_06,S,2020,11.09.2020,0.34,10.2,10.2,2.6,28.33333333,28.33333333,0.34,28.33333333,28.33333333,2.6,0.34,28.33333333,28.33333333,2.6,ALB_2020_09_13,ALB_2020_08_21,241,651,407,3736,239,684,524,3616,0.0241,0.0651,0.0407,0.3736,0.803524016,0.565663912,0.579137817,0.546155529,0.334155188,0.703214041,1.5995086,9.179361179,0.0239,0.0684,0.0524,0.3616,0.746859903,0.51971278,0.516452313,0.507439825,0.310816016,0.681860465,1.305343511,6.900763359
AEG16_07_S_2020,A_S_2020,ALB,AEG16,AEG16_07,S,2020,11.09.2020,0.43,NA,14.7237,4,NA,40.89916667,0.43,NA,40.89916667,4,0.43,NA,40.89916667,4,ALB_2020_09_13,ALB_2020_08_21,232,635,403,3743,236,673,494,3514,0.0232,0.0635,0.0403,0.3743,0.805595755,0.567633343,0.579016712,0.54778045,0.335242852,0.709913202,1.575682382,9.287841191,0.0236,0.0673,0.0494,0.3514,0.753493014,0.513619418,0.513326081,0.502886323,0.303523496,0.67852878,1.362348178,7.113360324
AEG16_08_S_2020,A_S_2020,ALB,AEG16,AEG16_08,S,2020,11.09.2020,0.72,NA,13.35898,3.6,NA,37.10827778,0.72,NA,37.10827778,3.6,0.72,NA,37.10827778,3.6,ALB_2020_09_13,ALB_2020_08_21,240,642,405,3722,245,700,508,3401,0.024,0.0642,0.0405,0.3722,0.803731524,0.564345992,0.577794036,0.545140791,0.33294902,0.705774519,1.585185185,9.190123457,0.0245,0.07,0.0508,0.3401,0.740086979,0.494692275,0.494986825,0.487091705,0.290866672,0.658619849,1.377952756,6.69488189
AEG16_09_S_2020,A_S_2020,ALB,AEG16,AEG16_09,S,2020,11.09.2020,0.99,NA,21.5473,6,NA,59.85361111,0.99,NA,59.85361111,6,0.99,NA,59.85361111,6,ALB_2020_09_13,ALB_2020_08_21,241,654,411,3694,240,687,521,3441,0.0241,0.0654,0.0411,0.3694,0.799756395,0.559078772,0.571851594,0.540856672,0.329567524,0.699172033,1.591240876,8.98783455,0.024,0.0687,0.0521,0.3441,0.737001514,0.496889337,0.4943455,0.488730194,0.293606764,0.667151163,1.318618042,6.604606526
AEG16_10_S_2020,A_S_2020,ALB,AEG16,AEG16_10,S,2020,11.09.2020,0.14,15.3,15.3,4.2,42.5,42.5,0.14,42.5,42.5,4.2,0.14,42.5,42.5,4.2,ALB_2020_09_13,ALB_2020_08_21,237,639,419,3636,229,681,523,3439,0.0237,0.0639,0.0419,0.3636,0.793341554,0.549291061,0.559575578,0.532909994,0.322992196,0.701052632,1.525059666,8.677804296,0.0229,0.0681,0.0523,0.3439,0.735991923,0.496114113,0.490595242,0.488060701,0.293212932,0.669417476,1.30210325,6.575525813
AEG17_01_S_2021,A_S_2021,ALB,AEG17,AEG17_01,S,2021,21.09.2021,2.67,NA,84.4841,18.2,NA,234.6780556,2.67,NA,234.6780556,18.2,2.67,NA,234.6780556,18.2,ALB_2021_09_23,,91,504,264,3982,NA,NA,NA,NA,0.0091,0.0504,0.0264,0.3982,0.875647668,0.635964312,0.624517083,0.603179753,0.372614176,0.775300936,1.909090909,15.08333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AEG17_02_S_2021,A_S_2021,ALB,AEG17,AEG17_02,S,2021,21.09.2021,4.2,NA,91.8746,19.2,NA,255.2072222,4.2,NA,255.2072222,19.2,4.2,NA,255.2072222,19.2,ALB_2021_09_23,,91,513,262,4045,NA,NA,NA,NA,0.0091,0.0513,0.0262,0.4045,0.87833759,0.644516076,0.633265258,0.609702375,0.379108008,0.774901272,1.958015267,15.4389313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AEG17_03_S_2021,A_S_2021,ALB,AEG17,AEG17_03,S,2021,21.09.2021,3.83,96.59,96.59,17.6,268.3055556,268.3055556,3.83,268.3055556,268.3055556,17.6,3.83,268.3055556,268.3055556,17.6,ALB_2021_09_23,,83,523,269,4149,NA,NA,NA,NA,0.0083,0.0523,0.0269,0.4149,0.878225441,0.655644627,0.640665764,0.617965598,0.388829596,0.776113014,1.944237918,15.42379182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AEG17_04_S_2021,A_S_2021,ALB,AEG17,AEG17_04,S,2021,21.09.2021,3.99,NA,97.787,20,NA,271.6305556,3.99,NA,271.6305556,20,3.99,NA,271.6305556,20,ALB_2021_09_23,,88,522,273,4099,NA,NA,NA,NA,0.0088,0.0522,0.0273,0.4099,0.875114364,0.648289978,0.634410029,0.612355954,0.383441932,0.774074876,1.912087912,15.01465201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AEG17_05_S_2021,A_S_2021,ALB,AEG17,AEG17_05,S,2021,21.09.2021,3.73,NA,88.9184,18.8,NA,246.9955556,3.73,NA,246.9955556,18.8,3.73,NA,246.9955556,18.8,ALB_2021_09_23,,92,504,240,4018,NA,NA,NA,NA,0.0092,0.0504,0.024,0.4018,0.887271019,0.647183774,0.639558505,0.612119248,0.37854016,0.777089783,2.1,16.74166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AEG17_06_S_2021,A_S_2021,ALB,AEG17,AEG17_06,S,2021,21.09.2021,4.46,92.79,92.79,20.6,257.75,257.75,4.46,257.75,257.75,20.6,4.46,257.75,257.75,20.6,ALB_2021_09_23,,82,488,228,4030,NA,NA,NA,NA,0.0082,0.0488,0.0228,0.403,0.892907468,0.65204566,0.642968274,0.616007777,0.380903152,0.78397521,2.140350877,17.6754386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AEG17_07_S_2021,A_S_2021,ALB,AEG17,AEG17_07,S,2021,21.09.2021,5.12,NA,99.2651,20.2,NA,275.7363889,5.12,NA,275.7363889,20.2,5.12,NA,275.7363889,20.2,ALB_2021_09_23,,58,455,244,3897,NA,NA,NA,NA,0.0058,0.0455,0.0244,0.3897,0.882154069,0.630584287,0.611851802,0.599442074,0.366052496,0.790900735,1.864754098,15.97131148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AEG17_08_S_2021,A_S_2021,ALB,AEG17,AEG17_08,S,2021,21.09.2021,3.73,NA,122.9147,23.4,NA,341.4297222,3.73,NA,341.4297222,23.4,3.73,NA,341.4297222,23.4,ALB_2021_09_23,,75,450,240,3915,NA,NA,NA,NA,0.0075,0.045,0.024,0.3915,0.884476534,0.634014216,0.621091769,0.602129984,0.36824016,0.793814433,1.875,16.3125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AEG17_09_S_2021,A_S_2021,ALB,AEG17,AEG17_09,S,2021,21.09.2021,4.36,NA,71.1812,16.4,NA,197.7255556,4.36,NA,197.7255556,16.4,4.36,NA,197.7255556,16.4,ALB_2021_09_23,,80,453,252,3867,NA,NA,NA,NA,0.008,0.0453,0.0252,0.3867,0.877640204,0.624490388,0.611509574,0.59463757,0.362277168,0.790277778,1.797619048,15.3452381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AEG17_10_S_2021,A_S_2021,ALB,AEG17,AEG17_10,S,2021,21.09.2021,4.15,63.8,63.8,17.6,177.2222222,177.2222222,4.15,177.2222222,177.2222222,17.6,4.15,177.2222222,177.2222222,17.6,ALB_2021_09_23,,76,479,270,3838,NA,NA,NA,NA,0.0076,0.0479,0.027,0.3838,0.868549172,0.615766947,0.599140247,0.587615283,0.35763268,0.778086634,1.774074074,14.21481481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AEG19_01_S_2020,A_S_2020,ALB,AEG19,AEG19_01,S,2020,08.09.2020,4.36,NA,74.08902,21.4,NA,205.8028333,4.36,NA,205.8028333,21.4,4.36,NA,205.8028333,21.4,ALB_2020_09_13,ALB_2020_08_21,163,469,222,4242,191,603,354,3561,0.0163,0.0469,0.0222,0.4242,0.900537634,0.680212253,0.700275233,0.63715131,0.402684648,0.80089153,2.112612613,19.10810811,0.0191,0.0603,0.0354,0.3561,0.819157088,0.55636129,0.562532889,0.539596186,0.321791736,0.71037464,1.703389831,10.05932203
AEG19_02_S_2020,A_S_2020,ALB,AEG19,AEG19_02,S,2020,08.09.2020,4.11,NA,65.21834,18.8,NA,181.1620556,4.11,NA,181.1620556,18.8,4.11,NA,181.1620556,18.8,ALB_2020_09_13,ALB_2020_08_21,148,468,238,4240,180,586,360,3540,0.0148,0.0468,0.0238,0.424,0.893702546,0.675502323,0.687250996,0.633361469,0.400933992,0.801189465,1.966386555,17.81512605,0.018,0.0586,0.036,0.354,0.815384615,0.551930019,0.554006969,0.535955056,0.31911024,0.715947649,1.627777778,9.833333333
AEG19_03_S_2020,A_S_2020,ALB,AEG19,AEG19_03,S,2020,08.09.2020,4.13,42.3,42.3,15,117.5,117.5,4.13,117.5,117.5,15,4.13,117.5,117.5,15,ALB_2020_09_13,ALB_2020_08_21,147,479,237,4253,177,597,374,3574,0.0147,0.0479,0.0237,0.4253,0.894432071,0.677380615,0.688968948,0.634773446,0.402330908,0.797548605,2.021097046,17.94514768,0.0177,0.0597,0.0374,0.3574,0.810536981,0.552806877,0.552085849,0.536432722,0.321153416,0.713737713,1.596256684,9.556149733
AEG19_04_S_2020,A_S_2020,ALB,AEG19,AEG19_04,S,2020,08.09.2020,4.22,NA,62.4889,18,NA,173.5802778,4.22,NA,173.5802778,18,4.22,NA,173.5802778,18,ALB_2020_09_13,ALB_2020_08_21,141,493,227,4238,172,580,365,3561,0.0141,0.0493,0.0227,0.4238,0.898320269,0.678322104,0.689530686,0.635657686,0.401800068,0.791587402,2.171806167,18.66960352,0.0172,0.058,0.0365,0.3561,0.814060112,0.55343908,0.552520573,0.53708268,0.32072566,0.719874426,1.589041096,9.756164384
AEG19_05_S_2020,A_S_2020,ALB,AEG19,AEG19_05,S,2020,08.09.2020,4.45,NA,57.03002,16.4,NA,158.4167222,4.45,NA,158.4167222,16.4,4.45,NA,158.4167222,16.4,ALB_2020_09_13,ALB_2020_08_21,167,488,226,4193,175,587,364,3614,0.0167,0.0488,0.0226,0.4193,0.897714415,0.673039076,0.693701256,0.631754963,0.397396984,0.791497543,2.159292035,18.55309735,0.0175,0.0587,0.0364,0.3614,0.816993464,0.560824429,0.560905733,0.542993985,0.326122576,0.720542728,1.612637363,9.928571429
AEG19_06_S_2020,A_S_2020,ALB,AEG19,AEG19_06,S,2020,08.09.2020,5.44,101.6,101.6,18.2,282.2222222,282.2222222,5.44,282.2222222,282.2222222,18.2,5.44,282.2222222,282.2222222,18.2,ALB_2020_09_13,ALB_2020_08_21,128,481,226,4172,192,608,369,3567,0.0128,0.0481,0.0226,0.4172,0.897226012,0.670431686,0.677169138,0.629814854,0.395296984,0.793251666,2.128318584,18.46017699,0.0192,0.0608,0.0369,0.3567,0.8125,0.553187662,0.557492504,0.536817368,0.320937996,0.708742515,1.647696477,9.666666667
AEG19_07_S_2020,A_S_2020,ALB,AEG19,AEG19_07,S,2020,08.09.2020,5.07,NA,63.85362,18.4,NA,177.3711667,5.07,NA,177.3711667,18.4,5.07,NA,177.3711667,18.4,ALB_2020_09_13,ALB_2020_08_21,144,486,225,4156,191,613,356,3575,0.0144,0.0486,0.0225,0.4156,0.897283725,0.668719379,0.68123527,0.628557723,0.3937939,0.790607497,2.16,18.47111111,0.0191,0.0613,0.0356,0.3575,0.818875604,0.557715498,0.563609623,0.540644945,0.322997904,0.707258835,1.721910112,10.04213483
AEG19_08_S_2020,A_S_2020,ALB,AEG19,AEG19_08,S,2020,08.09.2020,4.06,NA,54.98294,15.8,NA,152.7303889,4.06,NA,152.7303889,15.8,4.06,NA,152.7303889,15.8,ALB_2020_09_13,ALB_2020_08_21,135,472,222,4092,191,598,408,3550,0.0135,0.0472,0.0222,0.4092,0.897079277,0.661547508,0.671338861,0.623255315,0.387684648,0.793163891,2.126126126,18.43243243,0.0191,0.0598,0.0408,0.355,0.79383527,0.54063541,0.539288044,0.526121902,0.315458272,0.711668274,1.465686275,8.700980392
AEG19_09_S_2020,A_S_2020,ALB,AEG19,AEG19_09,S,2020,08.09.2020,5.04,NA,58.39474,16.8,NA,162.2076111,5.04,NA,162.2076111,16.8,5.04,NA,162.2076111,16.8,ALB_2020_09_13,ALB_2020_08_21,131,474,215,4050,196,578,390,3523,0.0131,0.0474,0.0215,0.405,0.899179367,0.658210902,0.667769458,0.620885051,0.38416306,0.790450928,2.204651163,18.8372093,0.0196,0.0578,0.039,0.3523,0.800664452,0.541704129,0.544188147,0.527263548,0.31450276,0.718117532,1.482051282,9.033333333
AEG19_10_S_2020,A_S_2020,ALB,AEG19,AEG19_10,S,2020,08.09.2020,4.19,52.4,52.4,17.4,145.5555556,145.5555556,4.19,145.5555556,145.5555556,17.4,4.19,145.5555556,145.5555556,17.4,ALB_2020_09_13,ALB_2020_08_21,149,475,216,4050,183,580,365,3492,0.0149,0.0475,0.0216,0.405,0.898734177,0.657930864,0.67364796,0.620656162,0.384066144,0.790055249,2.199074074,18.75,0.0183,0.058,0.0365,0.3492,0.810733731,0.544091036,0.546315385,0.529581122,0.31382566,0.715127701,1.589041096,9.567123288
AEG22_01_J_2020,A_J_2020,ALB,AEG22,AEG22_01,J,2020,19.06.2020,0.55,NA,41.33574,11.8,NA,114.8215,0.55,NA,114.8215,11.8,0.55,NA,114.8215,11.8,ALB_2020_06_XX,,441,874,958,3248,NA,NA,NA,NA,0.0441,0.0874,0.0958,0.3248,0.544460295,0.368233508,0.364916977,0.373126222,0.231954472,0.575934013,0.912317328,3.39039666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AEG22_02_J_2020,A_J_2020,ALB,AEG22,AEG22_02,J,2020,19.06.2020,1.37,25.00333333,25.00333333,12.6,69.45370369,69.45370369,1.37,69.45370369,69.45370369,12.6,1.37,69.45370369,69.45370369,12.6,ALB_2020_06_XX,,441,852,975,3235,NA,NA,NA,NA,0.0441,0.0852,0.0975,0.3235,0.536817102,0.362760835,0.358104896,0.368078176,0.2290069,0.583068265,0.873846154,3.317948718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AEG22_03_J_2020,A_J_2020,ALB,AEG22,AEG22_03,J,2020,19.06.2020,1.43,NA,29.73562,8.4,NA,82.59894444,1.43,NA,82.59894444,8.4,1.43,NA,82.59894444,8.4,ALB_2020_06_XX,,402,830,915,3243,NA,NA,NA,NA,0.0402,0.083,0.0915,0.3243,0.55988456,0.37696742,0.370276117,0.381305962,0.23562186,0.592438006,0.907103825,3.544262295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AEG22_04_J_2020,A_J_2020,ALB,AEG22,AEG22_04,J,2020,19.06.2020,1.09,NA,26.32382,7.4,NA,73.12172222,1.09,NA,73.12172222,7.4,1.09,NA,73.12172222,7.4,ALB_2020_06_XX,,377,819,869,3225,NA,NA,NA,NA,0.0377,0.0819,0.0869,0.3225,0.575476307,0.384700796,0.377285975,0.388607873,0.238279996,0.59495549,0.942462601,3.711162255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AEG22_05_J_2020,A_J_2020,ALB,AEG22,AEG22_05,J,2020,19.06.2020,1.58,15.44333333,15.44333333,7.4,42.89814814,42.89814814,1.58,42.89814814,42.89814814,7.4,1.58,42.89814814,42.89814814,7.4,ALB_2020_06_XX,,345,741,790,3070,NA,NA,NA,NA,0.0345,0.0741,0.079,0.307,0.590673575,0.38086329,0.374445722,0.386004515,0.23043636,0.611125689,0.937974684,3.886075949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AEG22_06_J_2020,A_J_2020,ALB,AEG22,AEG22_06,J,2020,19.06.2020,0.9,NA,25.64146,7.2,NA,71.22627778,0.9,NA,71.22627778,7.2,0.9,NA,71.22627778,7.2,ALB_2020_06_XX,,318,764,802,2986,NA,NA,NA,NA,0.0318,0.0764,0.0802,0.2986,0.57655755,0.366177536,0.354246415,0.372781065,0.220873368,0.592533333,0.952618454,3.72319202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AEG22_07_J_2020,A_J_2020,ALB,AEG22,AEG22_07,J,2020,19.06.2020,1.92,NA,35.1945,10,NA,97.7625,1.92,NA,97.7625,10,1.92,NA,97.7625,10,ALB_2020_06_XX,,380,810,863,2993,NA,NA,NA,NA,0.038,0.081,0.0863,0.2993,0.552385892,0.353487075,0.34756217,0.360772358,0.215661492,0.57402051,0.938586327,3.468134415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AEG22_08_J_2020,A_J_2020,ALB,AEG22,AEG22_08,J,2020,19.06.2020,1.23,NA,34.51214,9.8,NA,95.86705556,1.23,NA,95.86705556,9.8,1.23,NA,95.86705556,9.8,ALB_2020_06_XX,,393,816,893,3018,NA,NA,NA,NA,0.0393,0.0816,0.0893,0.3018,0.543339299,0.350401024,0.344330298,0.357703961,0.215254012,0.574334898,0.913773796,3.379619261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AEG22_09_J_2020,A_J_2020,ALB,AEG22,AEG22_09,J,2020,19.06.2020,2.19,18.01333333,18.01333333,10.2,50.03703703,50.03703703,2.19,50.03703703,50.03703703,10.2,2.19,50.03703703,50.03703703,10.2,ALB_2020_06_XX,,419,857,933,3129,NA,NA,NA,NA,0.0419,0.0857,0.0933,0.3129,0.540620384,0.357231166,0.352273092,0.363495917,0.222477372,0.569994982,0.918542337,3.353697749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AEG22_10_J_2020,A_J_2020,ALB,AEG22,AEG22_10,J,2020,19.06.2020,0.78,NA,33.82978,9.6,NA,93.97161111,0.78,NA,93.97161111,9.6,0.78,NA,93.97161111,9.6,ALB_2020_06_XX,,433,858,977,3189,NA,NA,NA,NA,0.0433,0.0858,0.0977,0.3189,0.530964954,0.355997888,0.349922486,0.361989963,0.224213068,0.575982209,0.878198567,3.264073695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AEG23_01_S_2020,A_S_2020,ALB,AEG23,AEG23_01,S,2020,09.09.2020,2.98,NA,51.57114,14.8,NA,143.2531667,2.98,NA,143.2531667,14.8,2.98,NA,143.2531667,14.8,ALB_2020_09_13,ALB_2020_08_21,247,579,447,3283,146,618,405,3448,0.0247,0.0579,0.0447,0.3283,0.760321716,0.493877039,0.502391497,0.487285223,0.284978548,0.70015536,1.295302013,7.344519016,0.0146,0.0618,0.0405,0.3448,0.789774202,0.527565881,0.514611378,0.515587936,0.30554902,0.69601574,1.525925926,8.513580247
AEG23_02_S_2020,A_S_2020,ALB,AEG23,AEG23_02,S,2020,09.09.2020,1.8,NA,52.93586,15.2,NA,147.0440556,1.8,NA,147.0440556,15.2,1.8,NA,147.0440556,15.2,ALB_2020_09_13,ALB_2020_08_21,252,599,435,3257,138,600,393,3494,0.0252,0.0599,0.0435,0.3257,0.764355363,0.493322145,0.504757816,0.48699954,0.28354154,0.689315353,1.377011494,7.487356322,0.0138,0.06,0.0393,0.3494,0.797787497,0.536980855,0.523216576,0.523404974,0.311312012,0.706888129,1.526717557,8.890585242
AEG23_03_S_2020,A_S_2020,ALB,AEG23,AEG23_03,S,2020,09.09.2020,1.71,44,44,13.8,122.2222222,122.2222222,1.71,122.2222222,122.2222222,13.8,1.71,122.2222222,122.2222222,13.8,ALB_2020_09_13,ALB_2020_08_21,246,598,440,3254,118,597,399,3493,0.0246,0.0598,0.044,0.3254,0.761775853,0.491614256,0.500747384,0.485507246,0.28275696,0.689511942,1.359090909,7.395454545,0.0118,0.0597,0.0399,0.3493,0.794964029,0.535271892,0.51559792,0.521929825,0.310630516,0.70806846,1.496240602,8.754385965
AEG23_04_S_2020,A_S_2020,ALB,AEG23,AEG23_04,S,2020,09.09.2020,1.8,NA,38.6063,11,NA,107.2397222,1.8,NA,107.2397222,11,1.8,NA,107.2397222,11,ALB_2020_09_13,ALB_2020_08_21,243,591,445,3289,156,604,408,3641,0.0243,0.0591,0.0445,0.3289,0.761649705,0.495228808,0.502953348,0.488435997,0.28577238,0.695360825,1.328089888,7.391011236,0.0156,0.0604,0.0408,0.3641,0.798468758,0.552831015,0.541758831,0.535915571,0.324558272,0.715429918,1.480392157,8.924019608
AEG23_05_S_2020,A_S_2020,ALB,AEG23,AEG23_05,S,2020,09.09.2020,1.68,NA,39.97102,11.4,NA,111.0306111,1.68,NA,111.0306111,11.4,1.68,NA,111.0306111,11.4,ALB_2020_09_13,ALB_2020_08_21,246,584,450,3307,146,611,419,3663,0.0246,0.0584,0.045,0.3307,0.760447165,0.496455133,0.504342607,0.489379925,0.2870878,0.699820098,1.297777778,7.348888889,0.0146,0.0611,0.0419,0.3663,0.794708476,0.552881666,0.537727092,0.535785069,0.325692196,0.714085166,1.45823389,8.742243437
AEG23_06_S_2020,A_S_2020,ALB,AEG23,AEG23_06,S,2020,09.09.2020,1.99,50.6,50.6,14,140.5555556,140.5555556,1.99,140.5555556,140.5555556,14,1.99,140.5555556,140.5555556,14,ALB_2020_09_13,ALB_2020_08_21,233,579,469,3285,150,627,424,3592,0.0233,0.0579,0.0469,0.3285,0.750133191,0.488529277,0.490541058,0.482522276,0.283046396,0.700310559,1.234541578,7.004264392,0.015,0.0627,0.0424,0.3592,0.788844622,0.542109298,0.527613084,0.527062999,0.318107616,0.702773169,1.478773585,8.471698113
AEG23_07_S_2020,A_S_2020,ALB,AEG23,AEG23_07,S,2020,09.09.2020,2.34,NA,33.14742,9.4,NA,92.07616667,2.34,NA,92.07616667,9.4,2.34,NA,92.07616667,9.4,ALB_2020_09_13,ALB_2020_08_21,235,579,466,3281,157,626,427,3674,0.0235,0.0579,0.0466,0.3281,0.751267681,0.488735642,0.491634357,0.482736938,0.282937144,0.7,1.24248927,7.040772532,0.0157,0.0626,0.0427,0.3674,0.791758108,0.552255966,0.539064316,0.535160971,0.326016868,0.708837209,1.466042155,8.604215457
